datetime,city,state,country,shape,duration_seconds,comments,date_posted,latitude,longitude,date,time,duration_minutes,duration_hours,state_new,new_state
19/12/2003 3:10,brisbane (qld&#44 australia),unknown,au,other,300,2 objects moving at unusually slow speed one blue with trail&#44 one whitish no trail,17/01/2004,-27.47101,153.024292,19/12/2003,3:10:00,5,0.083333333,125,Queensland
2/01/1999 22:00,sydney (nsw&#44 australia),unknown,au,light,540,Two lights in the sky interacting with each other in the most astounding way,12/10/2001,-33.861481,151.205475,2/01/1999,22:00:00,9,0.15,126,New South Wales
2/01/2001 21:20,sydney (50 miles north of)  (nsw&#44 australia),unknown,au,light,180,truly bizarre &quot;anomolous satellite-like&quot; observation,18/02/2001,-33.861481,151.205475,2/01/2001,21:20:00,3,0.05,127,New South Wales
2/01/2003 22:00,wyreema (australia),unknown,au,oval,5,Pale blue oval shaped light turns at right angles and disappears.,21/03/2003,-27.65583,151.855316,2/01/2003,22:00:00,0.083333333,0.001388889,128,Queensland
2/01/2014 21:30,perth (helena valley) (australia),unknown,au,light,60,Steady orange light in the sky sped up silently&#44 appeared to drop down from the trees stoped&#44 changed direction &amp; then moved away.,10/01/2014,-31.95224,115.861397,2/01/2014,21:30:00,1,0.016666667,129,Western Australia
20/12/1996 8:00,grenfell (australia),unknown,au,other,5,in a matter of seconds it came spinning from nowhere and then sort of darted of to the other direction,18/02/2001,-33.895489,148.164383,20/12/1996,8:00:00,0.083333333,0.001388889,130,New South Wales
21/12/2002 10:00,albury (nsw&#44 australia),unknown,au,light,300,fast orange light almost like strobe light moving at great speed,23/12/2002,-36.07494,146.923935,21/12/2002,10:00:00,5,0.083333333,131,New South Wales
21/12/2005 23:45,perth (western australia),unknown,au,oval,10,it was a huge oval U.f.O that shone out a huge light that spread everywhere it was like a sun,14/02/2006,-31.95224,115.861397,21/12/2005,23:45:00,0.166666667,0.002777778,132,Western Australia
21/12/2005 23:45,perth (western australia),unknown,au,oval,15,starting shining extemely brightley then just shot off,14/02/2006,-31.95224,115.861397,21/12/2005,23:45:00,0.25,0.004166667,133,Western Australia
22/01/2004 1:45,dunkeld (australia),unknown,au,triangle,600,I was star gazing and after seeing a shooting star&#44 I turned and saw something high in the atmosphere.,9/04/2004,-37.649872,142.343933,22/01/2004,1:45:00,10,0.166666667,134,Victoria
22/01/2009 22:00,melbourne (australia),unknown,au,circle,300,Australia Melourne Victoria Rond circle duration 5mintues,19/03/2009,-37.813938,144.963425,22/01/2009,22:00:00,5,0.083333333,135,Victoria
2/12/2010 20:43,melbourne (australia),unknown,au,circle,600,The &quot;ufo&quot; (unknown object(s)) Where flying at an incredible speed. seemed to circle melbourne and shoot off into the atmosphere,5/01/2011,-37.813938,144.963425,2/12/2010,20:43:00,10,0.166666667,136,Victoria
22/12/2005 21:30,geelong (australia),unknown,au,circle,7200,there were 2 objects following eachother in a circle going really fast,14/02/2006,-38.153461,144.358093,22/12/2005,21:30:00,120,2,137,Victoria
23/12/1980 0:00,cairns (qld&#44 australia),unknown,au,disk,600,I remember it was close to Christmas and I had preyed to God for months and months every night to please do something about my abusive,2/12/2000,-16.92304,145.766251,23/12/1980,0:00:00,10,0.166666667,138,Queensland
23/12/2000 20:15,sydney (nsw&#44 australia),unknown,au,disk,600,Photo taken showing bright orange lights 6 in total  one moved back and forth rapidly,3/01/2001,-33.861481,151.205475,23/12/2000,20:15:00,10,0.166666667,139,New South Wales
24/12/1999 23:30,armadale (australia),unknown,au,cigar,12,A cigar shaped object beaming across the sky with a trail following.,12/10/2001,-32.15,116,24/12/1999,23:30:00,0.2,0.003333333,140,Western Australia
24/12/2003 22:00,sydney (nsw&#44 australia),unknown,au,cigar,300,Above Sydney Harbour bridge&#44 2 pics taken 5 minutes apart during motorcycle film shoot. 5 megapixel Digital camera&#44 UFO only noted some,12/02/2004,-33.861481,151.205475,24/12/2003,22:00:00,5,0.083333333,141,New South Wales
24/12/2003 23:30,bowral (nsw&#44 australia),unknown,au,light,120,two lights that crossed over each other in the sky then they disapared.,17/01/2004,-34.477501,150.420395,24/12/2003,23:30:00,2,0.033333333,142,New South Wales
25/12/2001 20:00,adelaide (south australia),unknown,au,light,180,3 orange dots in triangle formation &#44followed by another three 30 seconds later .seen by seven adults,14/05/2002,-34.928661,138.598633,25/12/2001,20:00:00,3,0.05,143,South Australia
25/12/2007 0:00,wangaratta (australia),unknown,au,light,60,Three in formation,4/03/2008,-36.358459,146.320557,25/12/2007,0:00:00,1,0.016666667,144,Victoria
25/12/2010 21:45,maroochydore (queensland) (australia),dc,au,diamond,300,At first I saw these two bright lights come up over the horizon from behind my house roof. I shouted out to my partner to come check it,5/01/2011,-26.66008,153.099533,25/12/2010,21:45:00,5,0.083333333,145,Queensland
26/12/1999 23:00,toowoomba  (australia),unknown,au,circle,7200,Blue pulsing light,6/06/2000,-27.56056,151.953857,26/12/1999,23:00:00,120,2,146,Queensland
26/12/2013 19:00,sydney (australia),unknown,au,other,600,black dot doing circles then flying at speed out of sight.,10/01/2014,-33.861481,151.205475,26/12/2013,19:00:00,10,0.166666667,147,New South Wales
29/12/2004 22:00,sydney (australia),unknown,au,diamond,600,4 people saw 2 massive&#44 purple diamond lights in the sky.,15/05/2006,-33.861481,151.205475,29/12/2004,22:00:00,10,0.166666667,148,New South Wales
29/12/2005 22:30,brisbane (queensland&#44 australia),unknown,au,light,5400,Object moving at impossible speed and coming to a dead stop while two other objects are also seen.,14/02/2006,-27.47101,153.024292,29/12/2005,22:30:00,90,1.5,149,Queensland
29/12/2006 20:00,hervey bay (australia),unknown,au,fireball,60,slowly moving light that flared to 4 times its size then slowly dimmed down and dissapeared&#44 travelling a total distance of approx 20 m,1/02/2007,-25.285,152.873,29/12/2006,20:00:00,1,0.016666667,150,Queensland
30/12/2004 0:00,albany (western australia),unknown,au,circle,0,Unidentified object at Albany (Australia) on 12/30/04,27/01/2005,-35.003101,117.865952,30/12/2004,0:00:00,0,0,151,Western Australia
30/12/2005 13:25,melbourne (australia),al,au,disk,900,12/30/05 silver object  hovering for 15 mins,14/02/2006,-37.813938,144.963425,30/12/2005,13:25:00,15,0.25,152,Victoria
31/12/1999 23:50,gold coast (qld&#44 australia),unknown,au,light,60,australia newyears eve &#44  three brights stars spinning in the night sky above the goldcoast &#44 ufos wanted join the celebration,11/07/2000,-28.00029,153.430878,31/12/1999,23:50:00,1,0.016666667,153,Queensland
31/12/1999 23:59,sydney (nsw&#44 australia),unknown,au,light,180,there were 3 of them &#44 maybe more but they were there and observing EVERYTHING.,16/03/2001,-33.861481,151.205475,31/12/1999,23:59:00,3,0.05,154,New South Wales
31/12/2013 23:30,melbourne (australia),unknown,au,fireball,180,We witnessed a large star like object glowing bright red/orange.  It was moving in all directions while kind of just hovering.,10/01/2014,-37.813938,144.963425,31/12/2013,23:30:00,3,0.05,155,Victoria
23/01/2002 21:50,melbourne (vic&#44 australia),unknown,au,light,2700,WHILE STANDING IN MY BACK YARD THIS EVENING&#44 I OBSERVED WHAT APPEARED TO BE A PRETTY STANDARD LOOKING SATELLITE&#44 WHICH ARE OFTEN SEEN H,29/01/2002,-37.813938,144.963425,23/01/2002,21:50:00,45,0.75,156,Victoria
4/12/2003 3:00,sydney (nsw&#44 australia),unknown,au,unknown,60,Unidentified Explosion,9/12/2003,-33.861481,151.205475,4/12/2003,3:00:00,1,0.016666667,157,New South Wales
4/12/2004 23:00,geelong (australia),unknown,au,light,300,3 Lights in Triangular Formation Moving Accross The Sky  ((NUFORC Note:  U. S. Navy &quot;NOSS&quot; satellites??  PD)),14/12/2004,-38.153461,144.358093,4/12/2004,23:00:00,5,0.083333333,158,Victoria
4/12/2005 1:30,murtoa (australia),unknown,au,light,1,Firework like light with no sound.,16/12/2005,-36.62009,142.466766,4/12/2005,1:30:00,0.016666667,0.000277778,159,Victoria
5/12/2013 20:30,broome (australia),unknown,au,circle,0,Interested in what this might be. Originally thought it an aircraft landing at Broome airport but it stayed in same position for 30 min,5/12/2013,-17.955379,122.23922,5/12/2013,20:30:00,0,0,160,Western Australia
25/01/2013 22:53,perth (australia),unknown,au,fireball,45,Bright Star like object about 45 seconds in Perth WA near the southern cross.,4/02/2013,-31.95224,115.861397,25/01/2013,22:53:00,0.75,0.0125,161,Western Australia
6/12/1987 2:00,newcastle (australia),unknown,au,circle,300,stop up hill in car take photo of car and this was on film zoomed in on computer 19 years later and seen this looks like ufo over car w,30/10/2006,-32.927792,151.784485,6/12/1987,2:00:00,5,0.083333333,162,New South Wales
26/01/1988 23:00,sydney (nsw&#44 australia),unknown,au,cigar,180,UFO Encounter Close 26th January 1988  Pre Olympic Site Sydney 2000 .,27/04/2004,-33.861481,151.205475,26/01/1988,23:00:00,3,0.05,163,New South Wales
26/01/2002 14:00,sydney (nsw&#44 australia),unknown,au,oval,300,2 silvery metallic objects seen over sydney australia,23/06/2004,-33.861481,151.205475,26/01/2002,14:00:00,5,0.083333333,164,New South Wales
6/12/2004 4:00,richmond (australia),unknown,au,unknown,600,Bright lights and shaking New South Wales Australia 6th December 2004,14/12/2004,-37.833333,145,6/12/2004,4:00:00,10,0.166666667,165,Victoria
7/12/2000 12:45,sydney (nsw&#44 australia),unknown,au,changing,20,it was very big.  the craft flew across the sky very quickly.  it changed shapes a few times.  it was red and then green.,24/02/2001,-33.861481,151.205475,7/12/2000,12:45:00,0.333333333,0.005555556,166,New South Wales
7/12/2000 22:30,perth (western australia),unknown,au,rectangle,600,craft sucks water out of pool in australia,9/12/2000,-31.95224,115.861397,7/12/2000,22:30:00,10,0.166666667,167,Western Australia
7/12/2003 21:00,cairns (qld&#44 australia),unknown,au,unknown,300,Red Star like object that changes color flies at intense high speed in zigzag direction and circular motion.,9/12/2003,-16.92304,145.766251,7/12/2003,21:00:00,5,0.083333333,168,Queensland
28/01/2006 20:50,noosa (queensland&#44 australia),unknown,au,teardrop,2,Green Object streaks across the sky while jet fighter crashes in ocean...,14/02/2006,-26.394329,153.090103,28/01/2006,20:50:00,0.033333333,0.000555556,169,Queensland
31/01/2011 0:30,melbourne (australia),unknown,au,formation,30,in Australia Melbourne a triangular shaped sped in a large cirlce disapeared reapeared where i last saw it the vanished,8/02/2011,-37.813938,144.963425,31/01/2011,0:30:00,0.5,0.008333333,170,Victoria
31/01/2014 22:00,semaphore (australia),unknown,au,formation,3600,my self and my family were at the beach as the night was getting more along i started to do as i have done for yrs star gaze after an h,7/02/2014,-34.833333,138.483333,31/01/2014,22:00:00,60,1,171,South Australia
3/01/1998 23:30,keysborough (vic&#44 australia),unknown,au,light,60,red lights bigger than a plane irregular flight patterns travelling sw to ne flying low but not lower enough to get a good description,7/03/1998,-38.016667,145.166667,3/01/1998,23:30:00,1,0.016666667,172,Victoria
4/01/2004 20:44,gosford (australia),unknown,au,light,2700,3 lighted aircraft.. move about 3km from West to East  from about 30sec to 1 minute.,9/04/2004,-33.4244,151.343994,4/01/2004,20:44:00,45,0.75,173,New South Wales
7/01/1967 21:30,woy woy (australia),unknown,au,disk,300,Repeated sightings of similar UFO&#39s over a period of years always landing at one sight.,11/05/2005,-33.484329,151.324707,7/01/1967,21:30:00,5,0.083333333,174,New South Wales
7/01/1974 19:45,melbourne (100 mi. south of) (vic&#44 australia),unknown,au,disk,0,&#39Fflying saucer&#39 shaped craft sighted over farm&#44 with occupant emerging&#44 flying to ground and &#39freezing&#39 witness,2/03/2004,-37.813938,144.963425,7/01/1974,19:45:00,0,0,175,Victoria
7/01/1976 23:00,stansbury (south australia),unknown,au,rectangle,180,It was a clear night&#44 two people witnessed the sighting&#44no other aircraft were in the vicinity&#44the size was stunning.,22/02/2002,-34.911079,137.799026,7/01/1976,23:00:00,3,0.05,176,South Australia
7/01/2006 15:30,sydney (australia),unknown,au,unknown,1,Fleet of objects in Sydney Australia,16/07/2006,-33.861481,151.205475,7/01/2006,15:30:00,0.016666667,0.000277778,177,New South Wales
7/01/2006 21:04,darwin (australia),unknown,au,light,720,2 Bright orange lights moving and hovering over northern suburbs of Darwin NT Australia.,16/07/2006,-12.45722,130.836639,7/01/2006,21:04:00,12,0.2,178,Northern Territory
7/01/2007 19:40,sydney (baulkham hills) (australia),unknown,au,cigar,60,Black cigar shape object get it&#39s photo and it dissapers.,1/02/2007,-33.861481,151.205475,7/01/2007,19:40:00,1,0.016666667,179,New South Wales
8/01/2000 2:20,darwin (nt&#44 australia),nt,au,fireball,0,very bright orange light travelling slowly,22/01/2000,-12.45722,130.836639,8/01/2000,2:20:00,0,0,180,Northern Territory
8/01/2004 20:00,bundaberg (australia),unknown,au,light,600,fast hovering lights on the beach,8/10/2007,-24.866211,152.3479,8/01/2004,20:00:00,10,0.166666667,181,Queensland
9/01/1999 21:20,melbourne (vic&#44 australia),unknown,au,triangle,5,UFO type object sighting report - Approx 1 Sep 1999 Like a huge metor type object firey blue/white/yellow with yellow/white tail,12/09/1999,-37.813938,144.963425,9/01/1999,21:20:00,0.083333333,0.001388889,182,Victoria
9/01/2002 0:30,melbourne (vic&#44 australia),unknown,au,disk,60,A classic UFO seen in central Melbourne&#44 hovering at biulding level the windows and other features were visable.,19/03/2002,-37.813938,144.963425,9/01/2002,0:30:00,1,0.016666667,183,Victoria
9/01/2003 2:34,mittagong (australia),unknown,au,triangle,25,appeared frist as constellation&#44 then moved quickly accross the sky.,3/06/2003,-34.45002,150.445724,9/01/2003,2:34:00,0.416666667,0.006944444,184,New South Wales
10/02/1996 11:00,alice springs  (nt&#44 australia),unknown,au,other,5,A humanoid dwarf/troll/grey alien type thing walked up the steps of a pasta restataunt I was in and stared at me.,17/11/1999,-23.697479,133.883621,10/02/1996,11:00:00,0.083333333,0.001388889,185,Northern Territory
10/02/2004 22:14,alice springs  (nt&#44 australia),unknown,au,disk,0,i am only 16 but i am into ufo aircraft&#44 so me and a few freiends went out bush to look through the teliscope&#44 we were out for a whilew,12/02/2004,-23.697479,133.883621,10/02/2004,22:14:00,0,0,186,Northern Territory
11/02/2003 23:45,canberra (australia),unknown,au,formation,30,3 bright white circular objects flying in triangle shaped formation&#44 no sound and identification possible.,3/06/2003,-35.27603,149.13435,11/02/2003,23:45:00,0.5,0.008333333,187,Australian Capital Territory
11/02/2009 14:20,brisbane (australia),unknown,au,light,300,Bright white object doing unatural manouvres,19/03/2009,-27.47101,153.024292,11/02/2009,14:20:00,5,0.083333333,188,Queensland
1/02/1976 21:00,sydney (australia),unknown,au,rectangle,0,I was picked up examined and let go,8/10/2007,-33.861481,151.205475,1/02/1976,21:00:00,0,0,189,New South Wales
1/02/1978 21:00,perth (western australia),unknown,au,sphere,120,Bright orange glow. Stationary.,28/01/1999,-31.95224,115.861397,1/02/1978,21:00:00,2,0.033333333,190,Western Australia
1/02/2004 7:33,melbourne (australia),unknown,au,unknown,120,Me and my friend were playing basketball in the backyard when my mate said &#39Whats That?&quot; I looked around to see a glowing light in the,14/02/2006,-37.813938,144.963425,1/02/2004,7:33:00,2,0.033333333,191,Victoria
12/02/2006 0:00,perth (australia),unknown,au,disk,3600,it was scary,11/03/2006,-31.95224,115.861397,12/02/2006,0:00:00,60,1,192,Western Australia
12/02/2007 2:18,mandurah (east of) (western australia),unknown,au,circle,0,Large half circular object with small orange dotted lights at the straight ends of the half circle&#44other small white and coloured light,24/02/2007,-32.526901,115.721703,12/02/2007,2:18:00,0,0,193,Western Australia
12/02/2007 21:00,sydney (australia),unknown,au,cigar,120,((HOAX))  Five to six craft spotted flyinfg over outskirts of Sydney Australia.  ((NUFORC Note:  Student report.  PD)),4/03/2008,-33.861481,151.205475,12/02/2007,21:00:00,2,0.033333333,194,New South Wales
12/02/2012 20:30,esperance (australia),unknown,au,unknown,0,It was Febuary 2012 at roses beach road and I saw the big shining light and a being in the bush&#33,3/07/2013,-33.86013,121.882591,12/02/2012,20:30:00,0,0,195,Western Australia
15/02/2001 12:00,currumbin (australia),unknown,au,cylinder,180,best footage i have ever seen,11/05/2005,-28.133333,153.466667,15/02/2001,12:00:00,3,0.05,196,Queensland
15/02/2003 3:45,bendigo (australia),unknown,au,light,10,A Bright star-like light moved in an arc across the sky and grew fainter as I watched. Duration 5-10 seconds,22/04/2003,-36.758179,144.280243,15/02/2003,3:45:00,0.166666667,0.002777778,197,Victoria
15/02/2005 23:00,adelaide  (south australia),unknown,au,other,15,TWO VERY LARGE  FLYING WINGS FLYING FROM WEST TO EAST,22/02/2005,-34.928661,138.598633,15/02/2005,23:00:00,0.25,0.004166667,198,South Australia
18/02/1997 0:50,melbourne (vic&#44 australia),unknown,au,other,0.5,BRIGHT FLASH IN NORTHERN SKY FOLLOWED BY DISTANT THUD MELBOURNE AUSTRALIA 18 Feb 1997  12:50am Eastern Std TimePossible UFO crash ?,7/03/1998,-37.813938,144.963425,18/02/1997,0:50:00,0.008333333,0.000138889,199,Victoria
18/02/2013 6:02,newcastle (australia),unknown,au,light,2,Green orb on a fast perfectly vertical descent.,28/02/2013,-32.927792,151.784485,18/02/2013,6:02:00,0.033333333,0.000555556,200,New South Wales
18/02/2013 18:00,perth (australia),unknown,au,light,0,We saw a light by the dark-side of the moon and by 22:00 it has past to the other side of the moon.,18/02/2013,-31.95224,115.861397,18/02/2013,18:00:00,0,0,201,Western Australia
19/02/2009 0:30,adelaide  (south australia),unknown,au,light,300,Red flare looking beam,12/12/2009,-34.928661,138.598633,19/02/2009,0:30:00,5,0.083333333,202,South Australia
20/02/1993 20:00,melbourne (vic&#44 australia),unknown,au,disk,480,over the nullabour australia,5/08/2001,-37.813938,144.963425,20/02/1993,20:00:00,8,0.133333333,203,Victoria
2/02/2003 2:00,adelaide (australia),unknown,au,cylinder,90,Small cylinder craft spinning around&#44 lights beaming off it&#44 small objects flew from the craft and fell somewhere&#33,4/09/2003,-34.928661,138.598633,2/02/2003,2:00:00,1.5,0.025,204,South Australia
2/02/2004 18:30,melbourne (vic&#44 australia),unknown,au,disk,180,3 big white disks&#44 shot into the sky and out of sight within 4-5 second when I approached.,12/02/2004,-37.813938,144.963425,2/02/2004,18:30:00,3,0.05,205,Victoria
23/02/1975 5:00,ballarat (australia),unknown,au,unknown,120,many years ago my brother and i heard a &#39whirling&#39 loud sound maybe 10&#39 above our heads one early morning but could&#39nt see anythingt,12/06/2002,-37.56266,143.862579,23/02/1975,5:00:00,2,0.033333333,206,Victoria
24/02/2007 10:30,coffs harbour (australia),unknown,au,light,240,Two Strange Bright Lights&#44 Change Shape on Departure from Atmosphere,24/02/2007,-30.296261,153.11351,24/02/2007,10:30:00,4,0.066666667,207,New South Wales
25/02/2008 17:00,canberra (australia),unknown,au,circle,1200,((HOAX))  about 5 pm a round silver shaped ufo about 6 feet across at 5000 feet went in a drifting zig zag direction from w to e.,4/03/2008,-35.27603,149.13435,25/02/2008,17:00:00,20,0.333333333,208,Australian Capital Territory
25/02/2011 20:28,maryborough (queensland) (australia),unknown,au,circle,300,Orange round glowing shapes that moved,10/03/2011,-37.04562,143.739227,25/02/2011,20:28:00,5,0.083333333,209,Victoria
25/02/2014 21:00,perth (port kennedy) (australia),unknown,au,light,300,Bright fast moving lights in sand dunes / bush land of Port Kennedy Western Australia.,27/02/2014,-31.95224,115.861397,25/02/2014,21:00:00,5,0.083333333,210,Western Australia
26/02/2003 21:30,dunsborough (western australia),unknown,au,flash,3600,Several flashes from a stationary point source of light  in the night sky seen over a period of time.,11/03/2003,-33.583333,115.083333,26/02/2003,21:30:00,60,1,211,Western Australia
26/02/2006 4:40,berkeley vale (australia),unknown,au,light,10,A light appeared into view of my Handy Cam then dissappeared the same way as it came into view.,15/05/2006,-33.35,151.433333,26/02/2006,4:40:00,0.166666667,0.002777778,212,New South Wales
27/02/2000 20:40,perth (western australia),unknown,au,unknown,15,OK&#44 I saw a flashing at very high altitude with a faint red light moving with it.,27/02/2000,-31.95224,115.861397,27/02/2000,20:40:00,0.25,0.004166667,213,Western Australia
28/02/2012 17:00,werribee (victoria) (australia),unknown,au,rectangle,25,Heard a helicopter sound went outside and the sound stopped. Saw a rectangular object moving west to east at 50 km ph. It was at stone,30/08/2013,-31.766667,116.35,28/02/2012,17:00:00,0.416666667,0.006944444,214,Western Australia
3/02/2013 4:30,katoomba (australia),unknown,au,cone,180,Bright green cone shaped vibrating object.,18/02/2013,-33.713032,150.311737,3/02/2013,4:30:00,3,0.05,215,New South Wales
5/02/1972 19:00,hoppers crossing (australia),unknown,au,oval,600,three u.f.o in triangular formation 500m apart moving slowly sidewards then rapidly then 90deg upward and gone,20/11/2001,-37.869,144.693,5/02/1972,19:00:00,10,0.166666667,216,Victoria
6/02/2003 6:45,geelong (vic&#44 australia),unknown,au,teardrop,720,Looks like a sieve&#44 with blue light luminating from the cracks. Shaped like a teardrop.,21/03/2003,-38.153461,144.358093,6/02/2003,6:45:00,12,0.2,217,Victoria
7/02/2000 11:00,shepparton (vic&#44 australia),unknown,au,other,10,3 box shaped object appeared for about 10 seconds and then disappeared as if they teleported,7/03/2000,-36.38047,145.398666,7/02/2000,11:00:00,0.166666667,0.002777778,218,Victoria
7/02/2003 22:45,brisbane (qld&#44 australia),unknown,au,triangle,60,Three circular lights in a perfectly formed triangular shape moved accross the sky at high speed before stopping and changing direction,21/03/2003,-27.47101,153.024292,7/02/2003,22:45:00,1,0.016666667,219,Queensland
7/02/2010 5:52,melbourne (australia),unknown,au,triangle,300,a non moving non flashing light in the sky,6/07/2010,-37.813938,144.963425,7/02/2010,5:52:00,5,0.083333333,220,Victoria
10/03/2013 17:00,sydney (australia),unknown,au,egg,1800,The object was oval and traveled slowly,15/05/2013,-33.861481,151.205475,10/03/2013,17:00:00,30,0.5,221,New South Wales
12/03/2003 20:21,broken hill (australia),unknown,au,light,300,bright light it travelled in one direction &#44 and changed suddenly  to another then vanished but it could be just made out,21/03/2003,-31.961729,141.459976,12/03/2003,20:21:00,5,0.083333333,222,New South Wales
13/03/2006 23:37,sydney (australia),unknown,au,light,10,bright light moving slowly than shoots of in opposite direction at astonishing speed.,16/07/2006,-33.861481,151.205475,13/03/2006,23:37:00,0.166666667,0.002777778,223,New South Wales
14/03/2004 12:24,perth (western australia),unknown,au,disk,300,v formation from hill hovered flew away,17/03/2004,-31.95224,115.861397,14/03/2004,12:24:00,5,0.083333333,224,Western Australia
14/03/2005 15:45,meredith (australia),unknown,au,disk,600,I was driving down a long stretch of country road heading home from shopping&#44 when my son said&quot;look mum&#44 whats that in the paddock&#33 I t,14/02/2006,-37.84539,144.077377,14/03/2005,15:45:00,10,0.166666667,225,Victoria
14/03/2005 15:45,meredith (australia),unknown,au,disk,600,I&#39m just letting you know i when i pulled over i drew the ufo i saw. So if you&#39d like it just let me know how i can get it to you&#44 Your,14/02/2006,-37.84539,144.077377,14/03/2005,15:45:00,10,0.166666667,226,Victoria
15/03/1998 8:00,gympie (australia),unknown,au,triangle,20,Early morning travel with three blue triangles.,4/09/2003,-26.189159,152.658188,15/03/1998,8:00:00,0.333333333,0.005555556,227,Queensland
15/03/2001 8:10,penrith  (australia),unknown,au,other,300,An objected flew up fast&#44 darted from place to place(whith no lights on) then turned on a orange and blue light&#44 flew over me &#44no sound,28/04/2001,-33.75,150.7,15/03/2001,8:10:00,5,0.083333333,228,New South Wales
15/03/2001 20:00,melton  (australia),unknown,au,oval,420,I saw something that i know cound not be man built and not possible to do what it did,5/08/2001,-37.683392,144.585434,15/03/2001,20:00:00,7,0.116666667,229,Victoria
15/03/2002 13:00,melbourne (vic&#44 australia),unknown,au,teardrop,900,Tear drop shiny object over Melbourne,17/03/2004,-37.813938,144.963425,15/03/2002,13:00:00,15,0.25,230,Victoria
15/03/2003 18:00,brisbane (qld&#44 australia),unknown,au,fireball,1800,Silvery fireball with tail&#44 moving vey slowly toward western horizon&#44 visible for approx. 30 mins. at sundown&#44 Brisbane&#44Australia&#44 2003,28/08/2003,-27.47101,153.024292,15/03/2003,18:00:00,30,0.5,231,Queensland
15/03/2004 20:00,adelaide  (south australia),unknown,au,formation,10800,ive got three different cases to report.The first involved 2 silver craft that were so high up one had to strain their eyes to see,15/05/2006,-34.928661,138.598633,15/03/2004,20:00:00,180,3,232,South Australia
16/03/2007 22:15,sydney (australia),unknown,au,oval,420,((HOAX??))  It looked like a saucer.,31/03/2008,-33.861481,151.205475,16/03/2007,22:15:00,7,0.116666667,233,New South Wales
16/03/2008 20:00,sydney (australia),unknown,au,sphere,30,a light stopped&#44swing around in a semi circle&#44stopped&#44 did a right angle turn and continued&#44 then went out.,31/03/2008,-33.861481,151.205475,16/03/2008,20:00:00,0.5,0.008333333,234,New South Wales
16/03/2013 22:30,armadale (australia),unknown,au,light,5,UFO in Armadale Western Australia&#44 the sighting was around about 10:30ish at night&#44 the date was 03/16/13.,15/05/2013,-32.15,116,16/03/2013,22:30:00,0.083333333,0.001388889,235,Western Australia
16/03/2014 1:00,perth (western australia),wa,au,rectangle,420,Large rectangular object with large lights on the bottom at each point very faintly illuminating dark interior.  Silent slow moving and,21/03/2014,-31.95224,115.861397,16/03/2014,1:00:00,7,0.116666667,236,Western Australia
17/03/2014 21:20,brisbane (australia),unknown,au,circle,30,White beam of light in sky with circular object beneath that disappears into the beam at lightening speed,18/03/2014,-27.47101,153.024292,17/03/2014,21:20:00,0.5,0.008333333,237,Queensland
18/03/2004 16:15,melbourne (vic&#44 australia),unknown,au,triangle,180,Extremely high&#44barely visible&#44sudden change of direction&#44 change of light colour from white to amber.,23/03/2004,-37.813938,144.963425,18/03/2004,16:15:00,3,0.05,238,Victoria
18/03/2011 20:13,george town (australia),unknown,au,circle,480,Green circular light flying down the river&#44 but it was dead silent and un-explained.,23/03/2011,-41.105591,146.826065,18/03/2011,20:13:00,8,0.133333333,239,Tasmania
19/03/2003 8:50,canberra (australia),unknown,au,cigar,20,A cigar shaped Ufo flew over my school with 5 witnesses and then it zoomed off,21/03/2003,-35.27603,149.13435,19/03/2003,8:50:00,0.333333333,0.005555556,240,Australian Capital Territory
19/03/2014 1:49,adelaide (australia),unknown,au,unknown,1,03/19/2014 sighting:  Flash of light&#44 luminating the street&#44 followed by a streak moving in a southerly direction like a shooting star.,18/03/2014,-34.928661,138.598633,19/03/2014,1:49:00,0.016666667,0.000277778,241,South Australia
20/03/1974 15:30,palgarup (australia),unknown,au,disk,90,A daylight sighting from 250 metres,19/03/2002,-34.2,116.166667,20/03/1974,15:30:00,1.5,0.025,242,Western Australia
20/03/1979 22:45,sydney (nsw&#44 australia),unknown,au,circle,5,Green Ball travelling E to  W 1&#44500  altitude. Entered cloud&#44 changed direction.,1/07/2002,-33.861481,151.205475,20/03/1979,22:45:00,0.083333333,0.001388889,243,New South Wales
2/04/2014 0:00,perth (australia),unknown,au,light,10800,Constant visitor.,18/03/2014,-31.95224,115.861397,2/04/2014,0:00:00,180,3,244,Western Australia
22/03/2009 1:22,gold coast (australia),unknown,au,fireball,120,2 UFO&#39s sighted abover chevron island Goldcoast Queensland Australia  500 Lights On Object0: Yes,14/04/2009,-28.00029,153.430878,22/03/2009,1:22:00,2,0.033333333,245,Queensland
24/03/2003 21:00,tathra (australia),unknown,au,triangle,5,kinda confused&#44 not sure what this was,13/05/2003,-36.731258,149.983276,24/03/2003,21:00:00,0.083333333,0.001388889,246,New South Wales
25/03/2005 0:00,melbourne (vic&#44 australia),unknown,au,triangle,1200,3 green lights in a triangular formation.,16/04/2005,-37.813938,144.963425,25/03/2005,0:00:00,20,0.333333333,247,Victoria
25/03/2005 0:02,melbourne (vic&#44 australia),unknown,au,triangle,0,Three Green Lights.,11/05/2005,-37.813938,144.963425,25/03/2005,0:02:00,0,0,248,Victoria
25/03/2012 0:00,bendigo (victoria) (australia),unknown,au,light,360,5 bright orange lights over Bendigo victoria Australia.,18/04/2012,-36.758179,144.280243,25/03/2012,0:00:00,6,0.1,249,Victoria
